storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP332000,RUMBIA,2000,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP332000,RUMBIA,2000,1,2,0,0.0,0,0.0,0.0,0.0,1,0.03562599959570188
WP332000,RUMBIA,2000,2,3,0,0.0,0,0.0,0.0,0.0,1,0.053336267755657384
WP332000,RUMBIA,2000,3,4,0,0.0,0,0.0,0.0,0.0,1,0.2057416206258628
WP332000,RUMBIA,2000,4,5,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,5,6,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,6,7,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,7,8,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,8,9,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,9,10,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,10,11,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,11,12,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,12,13,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,13,14,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,14,15,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,15,16,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
WP332000,RUMBIA,2000,16,17,0,0.0,0,0.0,0.0,0.0,1,0.3194475838404493
