storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP022006,CHANCHU,2006,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP022006,CHANCHU,2006,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0034871954982397405
WP022006,CHANCHU,2006,2,3,0,0.0,0,0.0,0.0,0.0,1,0.07443268471973266
WP022006,CHANCHU,2006,3,4,0,0.0,0,0.0,0.0,0.0,1,0.11793183996564842
WP022006,CHANCHU,2006,4,5,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,5,6,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,6,7,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,7,8,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,8,9,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,9,10,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,10,11,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,11,12,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,12,13,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,13,14,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,14,15,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
WP022006,CHANCHU,2006,15,16,0,0.0,0,0.0,0.0,0.0,1,0.13171451020970887
