storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP272001,LINGLING,2001,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272001,LINGLING,2001,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0029821813069154353
WP272001,LINGLING,2001,2,3,0,0.0,0,0.0,0.0,0.0,1,0.00995594036889433
WP272001,LINGLING,2001,3,4,0,0.0,0,0.0,0.0,0.0,1,0.078177446301054
WP272001,LINGLING,2001,4,5,0,0.0,0,0.0,0.0,0.0,1,0.11340348729023515
WP272001,LINGLING,2001,5,6,0,0.0,0,0.0,0.0,0.0,1,0.12964242449261837
WP272001,LINGLING,2001,6,7,0,0.0,0,0.0,0.0,0.0,1,0.1584308714306566
WP272001,LINGLING,2001,7,8,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,8,9,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,9,10,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,10,11,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,11,12,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,12,13,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,13,14,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,14,15,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
WP272001,LINGLING,2001,15,16,0,0.0,0,0.0,0.0,0.0,1,0.22001273694355503
