storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP222006,CIMARON,2006,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP222006,CIMARON,2006,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP222006,CIMARON,2006,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP222006,CIMARON,2006,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP222006,CIMARON,2006,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP222006,CIMARON,2006,5,6,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.21798395513750865,0.00011108648132688731,0.0025318023961193523
WP222006,CIMARON,2006,6,7,4,0.01694915254237288,4,4,0.020833333333333332,5056686.14024961,0.032717646801349934,4,2,2,0.669875888471516,0.01553634682574673,0.8963922528111844
WP222006,CIMARON,2006,7,8,6,0.025423728813559324,2,4,0.020833333333333332,5056686.14024961,0.032717646801349934,5,2,3,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,8,9,7,0.029661016949152543,1,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,9,10,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,10,11,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,11,12,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,12,13,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,13,14,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,14,15,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,15,16,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,16,17,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,17,18,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,18,19,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,19,20,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,20,21,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,21,22,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,22,23,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,23,24,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,24,25,7,0.029661016949152543,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,25,26,8,0.03389830508474576,1,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
WP222006,CIMARON,2006,26,27,8,0.03389830508474576,0,5,0.026041666666666668,5485861.878168464,0.03549448914819265,6,2,4,0.669875888471516,0.02087714991363003,0.8963922528111844
